0	0	2	1
0	1	2	1
0	2	2	2
0	3	2	2
0	4	2	2
0	5	2	1
0	6	2	2
0	7	2	2
1	0	0	0
1	1	0	0
1	2	0	0
1	3	0	0
1	4	0	2
1	5	0	2
1	6	0	1
1	7	0	2
2	0	0	0
2	1	0	0
2	2	0	0
2	3	0	0
2	4	0	2
2	5	0	1
2	6	0	1
2	7	0	1
3	0	1	0
3	1	1	0
3	2	1	0
3	3	1	2
3	4	1	1
3	5	1	2
3	6	1	2
3	7	1	2
4	0	1	1
4	1	1	1
4	2	1	1
4	3	1	0
4	4	1	2
4	5	1	2
4	6	1	1
4	7	1	1
5	0	2	1
5	1	2	1
5	2	2	2
5	3	2	2
5	4	2	2
5	5	2	2
5	6	2	2
5	7	2	2
6	0	1	0
6	1	1	0
6	2	1	1
6	3	1	0
6	4	1	1
6	5	1	2
6	6	1	1
6	7	1	2
7	0	0	0
7	1	0	0
7	2	0	0
7	3	0	0
7	4	0	2
7	5	0	2
7	6	0	1
7	7	0	2
8	0	0	0
8	1	0	0
8	2	0	0
8	3	0	0
8	4	0	2
8	5	0	2
8	6	0	1
8	7	0	1
9	0	2	1
9	1	2	1
9	2	2	2
9	3	2	2
9	4	2	2
9	5	2	1
9	6	2	2
9	7	2	1
10	0	2	1
10	1	2	1
10	2	2	2
10	3	2	2
10	4	2	2
10	5	2	1
10	6	2	2
10	7	2	2
11	0	1	0
11	1	1	2
11	2	1	1
11	3	1	0
11	4	1	2
11	5	1	2
11	6	1	1
11	7	1	2
12	0	0	0
12	1	0	0
12	2	0	0
12	3	0	0
12	4	0	2
12	5	0	2
12	6	0	1
12	7	0	2
13	0	0	0
13	1	0	0
13	2	0	1
13	3	0	0
13	4	0	2
13	5	0	1
13	6	0	1
13	7	0	1
14	0	0	1
14	1	0	0
14	2	0	0
14	3	0	0
14	4	0	2
14	5	0	2
14	6	0	1
14	7	0	2
15	0	2	0
15	1	2	2
15	2	2	2
15	3	2	2
15	4	2	2
15	5	2	1
15	6	2	1
15	7	2	1
16	0	2	2
16	1	2	2
16	2	2	2
16	3	2	2
16	4	2	1
16	5	2	1
16	6	2	2
16	7	2	2
17	0	2	0
17	1	2	2
17	2	2	0
17	3	2	0
17	4	2	2
17	5	2	2
17	6	2	2
17	7	2	2
18	0	2	0
18	1	2	1
18	2	2	2
18	3	2	2
18	4	2	2
18	5	2	2
18	6	2	2
18	7	2	1
19	0	2	0
19	1	2	1
19	2	2	2
19	3	2	2
19	4	2	2
19	5	2	1
19	6	2	2
19	7	2	2
20	0	2	1
20	1	2	1
20	2	2	2
20	3	2	2
20	4	2	2
20	5	2	2
20	6	2	2
20	7	2	2
21	0	1	0
21	1	1	1
21	2	1	1
21	3	1	0
21	4	1	2
21	5	1	1
21	6	1	1
21	7	1	1
22	0	1	0
22	1	1	0
22	2	1	1
22	3	1	0
22	4	1	2
22	5	1	2
22	6	1	1
22	7	1	2
23	0	2	1
23	1	2	1
23	2	2	2
23	3	2	2
23	4	2	2
23	5	2	2
23	6	2	2
23	7	2	0
24	0	1	0
24	1	1	2
24	2	1	1
24	3	1	1
24	4	1	2
24	5	1	2
24	6	1	1
24	7	1	1
25	0	0	0
25	1	0	0
25	2	0	0
25	3	0	0
25	4	0	2
25	5	0	2
25	6	0	1
25	7	0	2
26	0	0	1
26	1	0	0
26	2	0	1
26	3	0	0
26	4	0	1
26	5	0	2
26	6	0	1
26	7	0	1
27	0	1	0
27	1	1	0
27	2	1	1
27	3	1	0
27	4	1	1
27	5	1	1
27	6	1	1
27	7	1	2
28	0	2	1
28	1	2	1
28	2	2	2
28	3	2	2
28	4	2	2
28	5	2	2
28	6	2	1
28	7	2	2
29	0	2	1
29	1	2	1
29	2	2	2
29	3	2	2
29	4	2	1
29	5	2	2
29	6	2	2
29	7	2	2
30	0	0	0
30	1	0	0
30	2	0	0
30	3	0	0
30	4	0	2
30	5	0	1
30	6	0	1
30	7	0	2
31	0	2	2
31	1	2	2
31	2	2	2
31	3	2	2
31	4	2	2
31	5	2	2
31	6	2	2
31	7	2	2
32	0	0	0
32	1	0	0
32	2	0	0
32	3	0	0
32	4	0	2
32	5	0	2
32	6	0	1
32	7	0	2
33	0	2	2
33	1	2	2
33	2	2	2
33	3	2	2
33	4	2	2
33	5	2	2
33	6	2	2
33	7	2	2
34	0	2	1
34	1	2	0
34	2	2	2
34	3	2	2
34	4	2	2
34	5	2	2
34	6	2	1
34	7	2	2
35	0	0	0
35	1	0	0
35	2	0	0
35	3	0	0
35	4	0	2
35	5	0	2
35	6	0	1
35	7	0	2
36	0	0	1
36	1	0	0
36	2	0	0
36	3	0	0
36	4	0	2
36	5	0	2
36	6	0	1
36	7	0	2
37	0	2	1
37	1	2	2
37	2	2	2
37	3	2	2
37	4	2	1
37	5	2	2
37	6	2	2
37	7	2	2
38	0	2	2
38	1	2	2
38	2	2	2
38	3	2	2
38	4	2	2
38	5	2	2
38	6	2	2
38	7	2	2
39	0	0	0
39	1	0	0
39	2	0	0
39	3	0	0
39	4	0	2
39	5	0	2
39	6	0	1
39	7	0	2
40	0	2	1
40	1	2	1
40	2	2	2
40	3	2	2
40	4	2	2
40	5	2	2
40	6	2	2
40	7	2	1
41	0	2	1
41	1	2	2
41	2	2	1
41	3	2	2
41	4	2	2
41	5	2	1
41	6	2	2
41	7	2	2
42	0	2	1
42	1	2	2
42	2	2	2
42	3	2	2
42	4	2	2
42	5	2	2
42	6	2	2
42	7	2	2
43	0	1	1
43	1	1	0
43	2	1	1
43	3	1	0
43	4	1	2
43	5	1	2
43	6	1	2
43	7	1	1
44	0	0	0
44	1	0	0
44	2	0	0
44	3	0	0
44	4	0	2
44	5	0	1
44	6	0	1
44	7	0	1
45	0	0	0
45	1	0	0
45	2	0	0
45	3	0	0
45	4	0	2
45	5	0	1
45	6	0	1
45	7	0	2
46	0	2	2
46	1	2	2
46	2	2	2
46	3	2	2
46	4	2	2
46	5	2	1
46	6	2	2
46	7	2	2
47	0	2	0
47	1	2	1
47	2	2	0
47	3	2	0
47	4	2	1
47	5	2	2
47	6	2	2
47	7	2	2
48	0	2	0
48	1	2	1
48	2	2	2
48	3	2	2
48	4	2	2
48	5	2	2
48	6	2	2
48	7	2	2
49	0	1	0
49	1	1	0
49	2	1	0
49	3	1	0
49	4	1	1
49	5	1	1
49	6	1	1
49	7	1	2
50	0	0	1
50	1	0	0
50	2	0	0
50	3	0	0
50	4	0	2
50	5	0	1
50	6	0	1
50	7	0	2
51	0	1	0
51	1	1	0
51	2	1	0
51	3	1	0
51	4	1	2
51	5	1	1
51	6	1	1
51	7	1	1
52	0	1	0
52	1	1	0
52	2	1	0
52	3	1	0
52	4	1	2
52	5	1	2
52	6	1	1
52	7	1	2
53	0	0	0
53	1	0	0
53	2	0	0
53	3	0	0
53	4	0	2
53	5	0	2
53	6	0	1
53	7	0	1
54	0	2	1
54	1	2	2
54	2	2	2
54	3	2	2
54	4	2	2
54	5	2	2
54	6	2	2
54	7	2	2
55	0	1	1
55	1	1	0
55	2	1	1
55	3	1	0
55	4	1	2
55	5	1	1
55	6	1	1
55	7	1	2
56	0	1	1
56	1	1	0
56	2	1	1
56	3	1	1
56	4	1	1
56	5	1	1
56	6	1	1
56	7	1	2
57	0	2	1
57	1	2	2
57	2	2	2
57	3	2	2
57	4	2	2
57	5	2	2
57	6	2	2
57	7	2	2
58	0	1	0
58	1	1	0
58	2	1	1
58	3	1	0
58	4	1	2
58	5	1	2
58	6	1	1
58	7	1	2
59	0	2	0
59	1	2	1
59	2	2	2
59	3	2	2
59	4	2	2
59	5	2	1
59	6	2	2
59	7	2	2
60	0	0	0
60	1	0	0
60	2	0	0
60	3	0	0
