0	0	0	1
0	1	0	1
0	2	0	0
0	3	0	2
0	4	0	0
1	5	2	2
1	2	2	0
1	6	2	1
1	7	2	1
1	8	2	1
2	9	0	2
2	2	0	0
2	5	0	0
2	7	0	1
2	10	0	0
3	11	0	1
3	12	0	0
3	13	0	1
3	2	0	0
3	14	0	2
1	2	2	0
1	6	2	2
1	15	2	1
1	16	2	1
1	17	2	2
2	18	0	0
2	19	0	2
2	7	0	1
2	17	0	1
2	20	0	1
3	2	0	0
3	18	0	0
3	21	0	1
3	7	0	1
3	22	0	1
0	23	0	0
0	18	0	0
0	8	0	1
0	17	0	2
0	7	0	1
4	14	1	2
4	7	1	1
4	24	1	1
4	25	1	0
4	26	1	1
5	27	1	1
6	27	0	1
5	10	1	2
6	10	0	1
5	28	1	2
6	28	0	2
5	17	1	1
6	17	0	1
5	29	1	2
6	29	0	1
7	27	0	0
7	14	0	2
7	2	0	0
7	17	0	0
7	30	0	1
8	2	1	0
8	7	1	1
8	31	1	2
8	32	1	2
8	22	1	1
9	7	1	1
9	8	1	1
9	33	1	2
9	34	1	0
9	35	1	2
10	7	2	1
10	20	2	2
10	21	2	2
10	36	2	1
10	37	2	2
11	27	0	1
11	23	0	2
11	17	0	1
11	38	0	2
11	8	0	1
8	7	1	1
8	14	1	2
8	10	1	1
8	8	1	1
8	17	1	1
11	14	0	2
12	14	1	2
6	14	0	2
11	6	0	1
12	6	1	1
6	6	0	1
11	17	0	1
12	17	1	2
6	17	0	1
11	18	0	0
12	18	1	0
6	18	0	1
11	7	0	1
12	7	1	1
6	7	0	1
7	39	0	2
13	39	1	2
4	39	1	1
7	17	0	2
13	17	1	1
4	17	1	0
7	7	0	1
13	7	1	1
4	7	1	1
7	8	0	1
13	8	1	1
4	8	1	1
7	40	0	2
13	40	1	2
4	40	1	2
14	2	0	0
14	41	0	0
14	42	0	2
14	16	0	0
14	33	0	2
13	6	1	1
13	43	1	1
13	14	1	2
13	42	1	2
13	16	1	2
12	2	1	0
12	17	1	0
12	7	1	1
12	18	1	0
12	44	1	0
9	6	1	2
9	23	1	0
9	14	1	2
9	7	1	1
9	18	1	2
14	6	0	2
14	45	0	0
14	46	0	0
14	20	0	0
14	18	0	0
5	47	1	1
5	14	1	2
5	7	1	1
5	22	1	1
5	17	1	1
10	23	2	2
10	17	2	1
10	18	2	2
10	7	2	1
10	8	2	1
15	17	0	1
15	48	0	2
15	49	0	0
15	33	0	2
15	14	0	2
15	20	0	0
15	50	0	1
15	7	0	1
15	51	0	1
15	52	0	0
16	6	0	1
16	7	0	1
16	18	0	0
16	53	0	1
16	22	0	1
17	14	0	2
17	7	0	1
17	17	0	1
17	49	0	1
17	22	0	1
16	23	0	2
16	7	0	1
16	54	0	0
16	22	0	1
16	28	0	0
18	6	2	2
18	2	2	0
18	7	2	1
18	17	2	1
18	33	2	0
19	6	1	1
19	7	1	1
19	14	1	2
19	17	1	1
19	22	1	1
20	50	1	1
20	22	1	1
20	14	1	2
20	33	1	1
20	6	1	2
17	14	0	2
17	2	0	0
17	23	0	2
17	22	0	1
17	8	0	1
18	16	2	2
18	55	2	2
18	8	2	1
18	56	2	2
18	57	2	2
19	14	1	2
19	2	1	0
19	58	1	2
19	7	1	1
19	17	1	0
20	14	1	2
20	17	1	2
20	2	1	0
20	7	1	1
20	59	1	1
