0	0	2	0
0	1	2	0
0	2	2	2
0	3	2	0
0	4	2	0
0	5	2	2
1	3	2	0
1	6	2	1
1	2	2	2
1	7	2	1
1	4	2	0
1	8	2	2
1	9	2	1
2	1	1	0
2	10	1	1
2	11	1	1
2	3	1	0
2	12	1	0
2	13	1	1
3	0	2	0
3	14	2	2
3	15	2	2
3	16	2	1
3	3	2	0
3	13	2	1
4	17	2	2
4	18	2	1
4	16	2	0
4	3	2	0
4	2	2	2
4	0	2	2
5	3	2	0
5	19	2	0
5	20	2	0
5	12	2	1
5	21	2	0
5	13	2	1
5	0	2	2
5	17	2	1
6	22	2	2
6	18	2	1
6	23	2	1
6	2	2	2
6	3	2	0
6	13	2	0
7	3	1	0
7	24	1	0
7	2	1	2
7	25	1	1
7	26	1	2
7	8	1	2
8	14	2	0
8	3	2	0
8	2	2	2
8	27	2	0
8	28	2	0
8	0	2	0
9	29	1	0
9	11	1	1
9	3	1	0
9	2	1	2
9	26	1	2
9	13	1	0
10	30	0	2
10	1	0	0
10	29	0	1
10	16	0	1
10	3	0	0
10	0	0	2
11	13	0	1
11	29	0	0
11	31	0	0
11	2	0	2
11	30	0	1
11	0	0	0
12	29	2	2
12	3	2	0
12	27	2	2
12	30	2	2
12	2	2	2
12	0	2	2
13	29	0	1
13	3	0	0
13	27	0	0
13	2	0	2
13	32	0	1
13	13	0	1
14	13	2	1
14	14	2	0
14	33	2	1
14	3	2	0
14	2	2	2
14	0	2	2
15	11	1	1
15	3	1	0
15	34	1	2
15	13	1	2
15	8	1	2
15	17	1	1
16	10	2	2
16	11	2	1
16	35	2	1
16	36	2	1
16	6	2	1
16	9	2	2
17	16	1	1
17	23	1	0
17	2	1	2
17	3	1	0
17	4	1	2
17	0	1	2
18	14	0	0
18	29	0	0
18	11	0	1
18	2	0	2
18	6	0	1
18	0	0	0
19	29	2	2
19	14	2	2
19	2	2	2
19	27	2	1
19	30	2	0
19	0	2	1
20	13	2	2
20	37	2	1
20	38	2	0
20	3	2	0
20	2	2	2
20	0	2	0
21	16	1	1
21	38	1	1
21	3	1	0
21	12	1	1
21	39	1	1
21	0	1	2
22	29	2	1
22	14	2	1
22	34	2	1
22	3	2	0
22	2	2	2
22	0	2	2
23	8	2	1
23	3	2	0
23	2	2	2
23	30	2	1
23	27	2	0
23	0	2	2
24	0	0	0
24	27	0	0
24	2	0	2
24	3	0	0
24	4	0	0
24	0	0	0
25	40	2	2
25	41	2	0
25	3	2	0
25	4	2	1
25	26	2	2
25	0	2	2
26	8	1	1
26	30	1	1
26	27	1	1
26	2	1	2
26	3	1	0
26	0	1	2
27	42	0	1
27	16	0	1
27	3	0	0
27	43	0	2
27	44	0	0
28	29	2	1
28	30	2	1
28	2	2	2
28	3	2	0
29	14	2	2
29	3	2	0
29	45	2	1
29	12	2	1
30	29	1	2
30	3	1	0
30	4	1	2
